node_id,id,timestamp,CPUUsageMax,CPUUsageMin,CPUUsageAVG,MemoryUsageMax,MemoryUsageMin,MemoryUsageAVG,TailLatencyMax,TailLatencyMin,TailLatencyAVG,DiskFreeMax,DiskFreeMin,DiskFreeAVG,SwapMemory_max,SwapMemory_min,SwapMemory_avg,DiskIOCounterBusyTimeMax,DiskIOCounterBusyTimeMin,DiskIOCounterBusyTimeAVG,NetIOCounterDropinMax,NetIOCounterDropinMin,NetIOCounterDropinAVG,NetIOCounterDropoutMax,NetIOCounterDropoutMin,NetIOCounterDropoutAVG
2,37e90858-6d5f-11f1-b817-15eabc7c20ba,2026-06-21T10:51:55.253000,100.0,99.7,99.97272727272728,38.73503556689696,38.5827448132674,38.66864836493622,43.0,26.0,29.545454545454547,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703333.0,4703293.0,4703313.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,3114236e-6d5f-11f1-a46f-064e63e99d8e,2026-06-21T10:51:43.792000,100.0,100.0,100.0,38.59143837542893,38.57589224074008,38.581545380626935,60.0,27.0,32.54545454545455,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703293.0,4703251.0,4703271.545454546,0.0,0.0,0.0,5.0,5.0,5.0
2,2a3c84b4-6d5f-11f1-91b0-5a5396a210c3,2026-06-21T10:51:32.312000,100.0,100.0,100.0,38.586529069737715,38.56985788582796,38.57909072778132,35.0,29.0,30.727272727272727,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703233.0,4703207.0,4703219.7272727275,0.0,0.0,0.0,5.0,5.0,5.0
2,23686978-6d5f-11f1-8a1e-5dc1d5376baa,2026-06-21T10:51:20.856000,100.0,100.0,100.0,38.58161976404649,38.5498115542555,38.57020190914344,31.0,24.0,26.636363636363637,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703207.0,4703161.0,4703177.7272727275,0.0,0.0,0.0,5.0,5.0,5.0
2,1c8cafa6-6d5f-11f1-9949-8b052a46046e,2026-06-21T10:51:09.349000,100.0,99.8,99.98181818181818,38.55594818636951,38.52904928226973,38.54153639882902,26.0,23.0,24.727272727272727,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703161.0,4703119.0,4703137.181818182,0.0,0.0,0.0,5.0,5.0,5.0
2,15bd216a-6d5f-11f1-beac-f31edceb837c,2026-06-21T10:50:57.923000,100.0,100.0,100.0,38.56985788582796,38.54653868379469,38.557566025745025,37.0,24.0,25.727272727272727,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703119.0,4703077.0,4703094.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,0ef0a744-6d5f-11f1-8e21-a3bd103fe82b,2026-06-21T10:50:46.516000,100.0,99.7,99.97272727272728,38.57456263711537,38.52935611387544,38.54923508275388,29.0,23.0,25.181818181818183,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703067.0,4703035.0,4703057.181818182,0.0,0.0,0.0,5.0,5.0,5.0
2,08270cd2-6d5f-11f1-8e36-ca4546bd9008,2026-06-21T10:50:35.129000,100.0,100.0,100.0,38.57732412156668,38.56781234178995,38.572972691522196,47.0,23.0,27.818181818181817,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4703013.0,4702946.0,4702983.545454546,0.0,0.0,0.0,5.0,5.0,5.0
2,015561c4-6d5f-11f1-bbda-e34ff8235ce6,2026-06-21T10:50:23.688000,100.0,100.0,100.0,38.56668729256905,38.53375403355715,38.55570644025593,32.0,24.0,25.454545454545453,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702946.0,4702908.0,4702925.636363637,0.0,0.0,0.0,5.0,5.0,5.0
2,fa89e8ce-6d5e-11f1-a94b-914ea41f0d90,2026-06-21T10:50:12.289000,100.0,99.8,99.98181818181818,38.59696134433154,38.57578996353818,38.58381407492363,26.0,23.0,25.09090909090909,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702908.0,4702845.0,4702882.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,f3bd387a-6d5e-11f1-813a-93ab6a6b9a7f,2026-06-21T10:50:00.881000,100.0,100.0,100.0,38.8148117843792,38.62232609040282,38.79319410306845,28.0,23.0,25.0,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702845.0,4702801.0,4702828.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,ecf461f8-6d5e-11f1-a342-8808ef266f7b,2026-06-21T10:49:49.498000,100.0,100.0,100.0,38.796401888037146,38.77737832848369,38.78954001758238,32.0,24.0,26.363636363636363,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702801.0,4702761.0,4702782.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,e628690a-6d5e-11f1-a5bd-bb77e80a747c,2026-06-21T10:49:38.095000,100.0,100.0,100.0,39.02805975034135,39.00883163638409,39.0181760534668,38.0,24.0,27.636363636363637,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702757.0,4702747.0,4702748.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,df5382b8-6d5e-11f1-8a13-03db35933767,2026-06-21T10:49:26.634000,100.0,100.0,100.0,39.035525986080074,38.9777393670064,39.00321568820702,28.0,24.0,25.0,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702725.0,4702701.0,4702714.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,d88d09ae-6d5e-11f1-a73c-e058ff102e62,2026-06-21T10:49:15.267000,100.0,99.8,99.98181818181818,39.02928707676415,38.99799025298266,39.016195594920916,41.0,25.0,27.545454545454547,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4702701.0,4697283.0,4697825.2727272725,0.0,0.0,0.0,5.0,5.0,5.0
2,d1b80b4c-6d5e-11f1-b63c-c4d8eedaac34,2026-06-21T10:49:03.804000,100.0,100.0,100.0,38.98602382036032,38.979580356640604,38.9824627141487,33.0,24.0,26.272727272727273,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4697283.0,4697245.0,4697266.2727272725,0.0,0.0,0.0,5.0,5.0,5.0
2,caec92ba-6d5e-11f1-9a34-ec5d630ebfa3,2026-06-21T10:48:52.405000,100.0,100.0,100.0,38.979784911044405,38.96270461832705,38.97280216753285,129.0,24.0,40.18181818181818,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4697245.0,4697057.0,4697205.7272727275,0.0,0.0,0.0,5.0,5.0,5.0
2,c408e41c-6d5e-11f1-a4fe-b9ec84c79dca,2026-06-21T10:48:40.846000,100.0,100.0,100.0,39.174622980664495,39.03941251975229,39.14881193407584,38.0,24.0,26.727272727272727,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4697057.0,4696292.0,4696749.0,0.0,0.0,0.0,5.0,5.0,5.0
2,bd3ec278-6d5e-11f1-98f1-1fc21ace7f20,2026-06-21T10:48:29.455000,100.0,100.0,100.0,38.96290917273085,38.94920402767621,38.95277443181528,30.0,24.0,26.272727272727273,9762.0,9762.0,9762.0,2221.0,2221.0,2221.0,4696290.0,4696256.0,4696275.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,b673955e-6d5e-11f1-b373-6b58fb8fdb85,2026-06-21T10:48:18.057000,100.0,100.0,100.0,38.95748848103013,38.718262105785314,38.89443923502232,30.0,24.0,26.818181818181817,9762.0,9746.0,9757.636363636364,2221.0,2221.0,2221.0,4696256.0,4696109.0,4696196.0,0.0,0.0,0.0,5.0,5.0,5.0
2,afa6631e-6d5e-11f1-81d9-5311c34498cb,2026-06-21T10:48:06.646000,100.0,99.8,99.98181818181818,38.731149033224746,38.71877349179481,38.724984507328394,29.0,24.0,25.727272727272727,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4696089.0,4696022.0,4696059.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,a8d48dea-6d5e-11f1-88e0-c2dd2886f83d,2026-06-21T10:47:55.205000,100.0,100.0,100.0,38.72081903583282,38.70650022756678,38.71534255656743,115.0,24.0,43.63636363636363,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4696000.0,4695976.0,4695991.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,a1ebbc6a-6d5e-11f1-b6f3-3d79d763ec4e,2026-06-21T10:47:43.613000,100.0,100.0,100.0,38.70854577160478,38.70210230788506,38.707281253472196,30.0,23.0,26.181818181818183,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695958.0,4695932.0,4695947.2727272725,0.0,0.0,0.0,5.0,5.0,5.0
2,9b20e5a4-6d5e-11f1-83ef-fe845dbbbd12,2026-06-21T10:47:32.217000,100.0,100.0,100.0,38.70230686228886,38.682976471129706,38.69529622499496,37.0,24.0,26.818181818181817,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695932.0,4695887.0,4695903.2727272725,0.0,0.0,0.0,5.0,5.0,5.0
2,944d60ea-6d5e-11f1-9ad8-7b8ece0ebda4,2026-06-21T10:47:20.764000,100.0,99.8,99.98181818181818,38.6831810255335,38.63971321472587,38.67292541156114,50.0,24.0,31.0,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695887.0,4695793.0,4695852.454545454,0.0,0.0,0.0,5.0,5.0,5.0
2,8d6992a8-6d5e-11f1-962a-946758d9032b,2026-06-21T10:47:09.205000,100.0,99.7,99.97272727272728,38.70332963430786,38.66794172245036,38.67604021725537,31.0,24.0,25.90909090909091,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695793.0,4695757.0,4695778.636363637,0.0,0.0,0.0,5.0,5.0,5.0
2,868d5c12-6d5e-11f1-a9cf-da72adb938c2,2026-06-21T10:46:57.696000,100.0,100.0,100.0,38.703534188711664,38.69770438820335,38.7029484192826,38.0,23.0,28.545454545454547,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695757.0,4695749.0,4695750.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,7fbdef96-6d5e-11f1-afbd-abe0339ae56a,2026-06-21T10:46:46.270000,100.0,100.0,100.0,38.701590921875564,38.68962448925322,38.69716510841151,34.0,25.0,27.818181818181817,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695735.0,4695657.0,4695711.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,78e8323a-6d5e-11f1-9b9f-d4cce662c908,2026-06-21T10:46:34.803000,100.0,99.7,99.97272727272728,39.09096022951004,38.677760333832786,38.97897599135665,30.0,26.0,27.272727272727273,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695629.0,4695555.0,4695593.0,0.0,0.0,0.0,5.0,5.0,5.0
2,7211519e-6d5e-11f1-9126-0700af40ace7,2026-06-21T10:46:23.328000,100.0,99.8,99.98181818181818,39.11877962842693,39.08513042900172,39.09321962587929,25.0,20.0,22.454545454545453,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695555.0,4695477.0,4695513.909090909,0.0,0.0,0.0,5.0,5.0,5.0
2,6b396956-6d5e-11f1-a515-12fa2ff52b07,2026-06-21T10:46:11.847000,100.0,100.0,100.0,39.209806338118206,39.095051317586055,39.12486977090372,32.0,21.0,24.0,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695477.0,4695420.0,4695447.454545454,0.0,0.0,0.0,5.0,5.0,5.0
2,64694ccc-6d5e-11f1-9346-d63892c5a95e,2026-06-21T10:46:00.417000,100.0,100.0,100.0,39.220340889913935,39.203362874398486,39.20730519563537,46.0,19.0,25.454545454545453,9746.0,9746.0,9746.0,2221.0,2221.0,2221.0,4695420.0,4695355.0,4695396.0,0.0,0.0,0.0,5.0,5.0,5.0
2,5d99da38-6d5e-11f1-b60c-7adb32edd6b3,2026-06-21T10:45:48.991000,100.0,100.0,100.0,39.64151840733941,39.20193099357188,39.48201246201216,66.0,20.0,29.727272727272727,9746.0,9744.0,9744.363636363636,2221.0,2221.0,2221.0,4695355.0,4695142.0,4695212.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,56c0adfe-6d5e-11f1-b739-c7167ba08148,2026-06-21T10:45:37.501000,100.0,99.7,99.97272727272728,39.6694400834582,39.63221118196648,39.64866851354498,83.0,21.0,27.363636363636363,9744.0,9744.0,9744.0,2221.0,2221.0,2221.0,4695140.0,4695054.0,4695083.636363637,0.0,0.0,0.0,5.0,5.0,5.0
2,4ff27318-6d5e-11f1-b712-458f87e05d4d,2026-06-21T10:45:26.083000,100.0,100.0,100.0,39.6697469150639,39.66330345134418,39.665711614552556,49.0,22.0,25.636363636363637,9744.0,9744.0,9744.0,2221.0,2221.0,2221.0,4695040.0,4694923.0,4695024.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,491fa3f8-6d5e-11f1-870d-a324a130de8d,2026-06-21T10:45:14.635000,100.0,100.0,100.0,39.661462461709974,39.655018997990254,39.6570924358106,49.0,20.0,23.636363636363637,9744.0,9744.0,9744.0,2221.0,2221.0,2221.0,4694923.0,4694133.0,4694589.454545454,0.0,0.0,0.0,5.0,5.0,5.0
2,4256c6f0-6d5e-11f1-944d-9da9ff440eaf,2026-06-21T10:45:03.253000,100.0,99.7,99.97272727272728,39.660951075700474,39.64775731665533,39.65253645136231,36.0,20.0,24.09090909090909,9744.0,9744.0,9744.0,2221.0,2221.0,2221.0,4694133.0,4690391.0,4691916.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,3b86c15e-6d5e-11f1-98bb-eaf2c596a1bd,2026-06-21T10:44:51.823000,100.0,100.0,100.0,40.235953504784014,39.66391711455558,39.936550943112024,45.0,20.0,25.0,9744.0,9741.0,9742.363636363636,2221.0,2221.0,2221.0,4688574.0,4684976.0,4686401.636363637,0.0,0.0,0.0,5.0,5.0,5.0
2,34b1209a-6d5e-11f1-bea7-9c5e03b14d60,2026-06-21T10:44:40.357000,100.0,99.8,99.98181818181818,40.18675817066997,40.14697233913075,40.17291355670364,51.0,20.0,26.09090909090909,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684976.0,4684918.0,4684932.909090909,0.0,0.0,0.0,5.0,5.0,5.0
2,2de776a6-6d5e-11f1-b464-5e9a58c00476,2026-06-21T10:44:28.969000,100.0,100.0,100.0,40.26684121975791,40.173973520432426,40.225149313092366,50.0,21.0,26.90909090909091,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684916.0,4684868.0,4684892.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,27108070-6d5e-11f1-869a-771b6e02e1b4,2026-06-21T10:44:17.494000,100.0,100.0,100.0,40.617242913468374,40.41105207443735,40.52998186439252,86.0,20.0,28.454545454545453,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684868.0,4684793.0,4684826.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,2037e6ee-6d5e-11f1-a14d-cb1192dfe017,2026-06-21T10:44:06.008000,100.0,99.7,99.97272727272728,40.65682419060379,40.64444864917385,40.651096667297374,43.0,20.0,24.545454545454547,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684781.0,4684726.0,4684763.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,196a2778-6d5e-11f1-a1ae-db7654a977e6,2026-06-21T10:43:54.593000,100.0,100.0,100.0,40.70663318792924,40.68812101438529,40.70168669052825,23.0,20.0,21.727272727272727,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684726.0,4684674.0,4684706.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,129ad3c0-6d5e-11f1-933c-fb07c505fc3d,2026-06-21T10:43:43.168000,100.0,100.0,100.0,40.68239349107887,40.62020895232348,40.658683776092886,26.0,20.0,21.727272727272727,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684674.0,4684642.0,4684660.909090909,0.0,0.0,0.0,5.0,5.0,5.0
2,0bcec10a-6d5e-11f1-b8b8-9cd6b49b6068,2026-06-21T10:43:31.764000,100.0,99.7,99.97272727272728,40.80338742092694,40.77239742875115,40.78050522148361,79.0,20.0,28.636363636363637,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684632.0,4684564.0,4684604.181818182,0.0,0.0,0.0,5.0,5.0,5.0
2,04f70856-6d5e-11f1-a828-993e792d4cb8,2026-06-21T10:43:20.284000,100.0,99.7,99.97272727272728,40.937779664223946,40.79960316445663,40.874944270547374,40.0,20.0,24.636363636363637,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684564.0,4684497.0,4684532.909090909,0.0,0.0,0.0,5.0,5.0,5.0
2,fe1e00de-6d5d-11f1-a579-9fd6d8663257,2026-06-21T10:43:08.796000,100.0,100.0,100.0,40.937779664223946,40.91977887668949,40.92963467978171,45.0,20.0,24.727272727272727,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684497.0,4684402.0,4684450.636363637,0.0,0.0,0.0,5.0,5.0,5.0
2,f74e5420-6d5d-11f1-b707-81b146f73029,2026-06-21T10:42:57.368000,100.0,100.0,100.0,41.02246518739741,40.90218719796263,40.982056394719336,69.0,20.0,26.545454545454547,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684402.0,4684368.0,4684377.636363637,0.0,0.0,0.0,5.0,5.0,5.0
2,f07c576e-6d5d-11f1-aa63-879dea6c42a2,2026-06-21T10:42:45.926000,100.0,99.7,99.97272727272728,41.0882294282193,41.01653310968719,41.076811573316256,57.0,20.0,30.363636363636363,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684356.0,4684207.0,4684257.0,0.0,0.0,0.0,5.0,5.0,5.0
2,e9a35942-6d5d-11f1-beff-1c5ed2e54fdd,2026-06-21T10:42:34.437000,100.0,100.0,100.0,41.09436606033332,41.021544692580306,41.070972474880485,27.0,20.0,23.272727272727273,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684207.0,4684159.0,4684190.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,e2d80b08-6d5d-11f1-b4a5-972d2638666f,2026-06-21T10:42:23.039000,100.0,99.7,99.97272727272728,41.04435250860407,41.01315796202448,41.03057298012987,30.0,20.0,23.0,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684159.0,4684099.0,4684134.454545454,0.0,0.0,0.0,5.0,5.0,5.0
2,dc0a614a-6d5d-11f1-bf2a-f53fcbec1426,2026-06-21T10:42:11.624000,100.0,99.7,99.97272727272728,40.99883915375843,40.86761750372033,40.91272174975837,37.0,20.0,24.09090909090909,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684093.0,4684027.0,4684061.0,0.0,0.0,0.0,5.0,5.0,5.0
2,d53904c0-6d5d-11f1-a54f-32c95bba017f,2026-06-21T10:42:00.186000,100.0,100.0,100.0,40.917528778247686,40.87978849074647,40.89257314098401,89.0,20.0,29.454545454545453,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4684027.0,4683922.0,4683995.2727272725,0.0,0.0,0.0,5.0,5.0,5.0
2,ce5fe768-6d5d-11f1-937b-acb9f1395751,2026-06-21T10:41:48.697000,100.0,99.7,99.97272727272728,40.968769656399736,40.91691511503628,40.9387931383155,32.0,22.0,25.363636363636363,9741.0,9741.0,9741.0,2221.0,2221.0,2221.0,4683922.0,4683874.0,4683888.545454546,0.0,0.0,0.0,5.0,5.0,5.0
