node_id,id,timestamp,CPUUsageMax,CPUUsageMin,CPUUsageAVG,MemoryUsageMax,MemoryUsageMin,MemoryUsageAVG,TailLatencyMax,TailLatencyMin,TailLatencyAVG,DiskFreeMax,DiskFreeMin,DiskFreeAVG,SwapMemory_max,SwapMemory_min,SwapMemory_avg,DiskIOCounterBusyTimeMax,DiskIOCounterBusyTimeMin,DiskIOCounterBusyTimeAVG,NetIOCounterDropinMax,NetIOCounterDropinMin,NetIOCounterDropinAVG,NetIOCounterDropoutMax,NetIOCounterDropoutMin,NetIOCounterDropoutAVG
5,698dd574-6d68-11f1-bd3f-866663c815a5,2026-06-21T11:57:44.012000,100.0,100.0,100.0,20.976849555349865,20.970406091630146,20.972163399917342,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1816486.0,1816412.0,1816448.5454545454,0.0,0.0,0.0,5.0,5.0,5.0
5,62f552aa-6d68-11f1-b77f-8fb207414d04,2026-06-21T11:57:32.946000,100.0,100.0,100.0,20.970406091630146,20.963962627910426,20.965757127907406,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1816412.0,1816346.0,1816374.3636363635,0.0,0.0,0.0,5.0,5.0,5.0
5,5c5527b8-6d68-11f1-9383-766f65fe01ad,2026-06-21T11:57:21.830000,100.0,99.7,99.97272727272728,20.964064905112327,20.957621441392607,20.959378749679804,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1816326.0,1815916.0,1815975.8181818181,0.0,0.0,0.0,5.0,5.0,5.0
5,55b6cfc4-6d68-11f1-92e2-dd3dec641236,2026-06-21T11:57:10.726000,100.0,100.0,100.0,20.957621441392607,20.93900699064675,20.946426736748244,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815906.0,1815848.0,1815885.0909090908,0.0,0.0,0.0,5.0,5.0,5.0
5,4f17907c-6d68-11f1-bd76-70c9a5d0134a,2026-06-21T11:56:59.616000,100.0,100.0,100.0,20.93910926784865,20.93266580412893,20.936133931066095,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815848.0,1815782.0,1815815.2727272727,0.0,0.0,0.0,5.0,5.0,5.0
5,4879959e-6d68-11f1-8b31-f5066bf94575,2026-06-21T11:56:48.515000,100.0,99.7,99.97272727272728,20.926426894813012,20.919983431093293,20.92518097253532,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815782.0,1815724.0,1815743.6363636365,0.0,0.0,0.0,5.0,5.0,5.0
5,41d5023c-6d68-11f1-a840-c457fc6e26d1,2026-06-21T11:56:37.370000,100.0,100.0,100.0,20.919983431093293,20.90709650365385,20.91412573680264,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815724.0,1815674.0,1815687.6363636365,0.0,0.0,0.0,5.0,5.0,5.0
5,3b38d7e6-6d68-11f1-bbde-d9796b403a59,2026-06-21T11:56:26.280000,100.0,100.0,100.0,20.907198780855754,20.90075531713603,20.902512625423228,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815640.0,1815603.0,1815628.1818181819,0.0,0.0,0.0,5.0,5.0,5.0
5,349ee952-6d68-11f1-9f8d-84b99c7a6e51,2026-06-21T11:56:15.205000,100.0,100.0,100.0,20.90075531713603,20.894311853416315,20.895483392274446,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815603.0,1815537.0,1815581.9090909092,0.0,0.0,0.0,5.0,5.0,5.0
5,2e00e0b4-6d68-11f1-9429-21f15805e964,2026-06-21T11:56:04.103000,100.0,100.0,100.0,20.888072944100394,20.881731757582575,20.88515339488251,0.0,0.0,0.0,12966.0,12966.0,12966.0,2361.0,2361.0,2361.0,1815537.0,1815469.0,1815503.1818181819,0.0,0.0,0.0,5.0,5.0,5.0
