node_id,id,timestamp,CPUUsageMax,CPUUsageMin,CPUUsageAVG,MemoryUsageMax,MemoryUsageMin,MemoryUsageAVG,TailLatencyMax,TailLatencyMin,TailLatencyAVG,DiskFreeMax,DiskFreeMin,DiskFreeAVG,SwapMemory_max,SwapMemory_min,SwapMemory_avg,DiskIOCounterBusyTimeMax,DiskIOCounterBusyTimeMin,DiskIOCounterBusyTimeAVG,NetIOCounterDropinMax,NetIOCounterDropinMin,NetIOCounterDropinAVG,NetIOCounterDropoutMax,NetIOCounterDropoutMin,NetIOCounterDropoutAVG
2,53dbe7f2-6d68-11f1-8a2f-2836722e78cc,2026-06-21T11:57:07.614000,100.0,99.7,99.97272727272728,38.9466470976287,38.9119751261845,38.934996794539515,38.0,24.0,27.545454545454547,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796380.0,4796327.0,4796352.090909091,0.0,0.0,0.0,5.0,5.0,5.0
2,4d028378-6d68-11f1-ac0a-2ba26f284c2f,2026-06-21T11:56:56.123000,100.0,100.0,100.0,38.93273739817026,38.92230512357643,38.92758634636546,55.0,25.0,30.90909090909091,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796309.0,4796256.0,4796290.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,4622e7dc-6d68-11f1-90e9-59ec4cd149f2,2026-06-21T11:56:44.591000,100.0,99.7,99.97272727272728,38.99809253018456,38.89898592154316,38.97370406649506,189.0,25.0,48.0,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796252.0,4796191.0,4796228.454545454,0.0,0.0,0.0,5.0,5.0,5.0
2,3f342fb2-6d68-11f1-9cb2-3c0513ebdb6d,2026-06-21T11:56:32.960000,100.0,100.0,100.0,38.986228374764124,38.96802303282587,38.97992437995609,51.0,24.0,28.90909090909091,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796189.0,4796141.0,4796170.454545454,0.0,0.0,0.0,5.0,5.0,5.0
2,3859780a-6d68-11f1-a628-5bb82ad12d51,2026-06-21T11:56:21.460000,100.0,100.0,100.0,38.972011843699974,38.96628432039356,38.969836128677734,29.0,23.0,24.181818181818183,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796141.0,4796123.0,4796131.363636363,0.0,0.0,0.0,5.0,5.0,5.0
2,31916e24-6d68-11f1-bf8e-ae1a7f74424f,2026-06-21T11:56:10.083000,100.0,100.0,100.0,38.966897983604966,38.941226405927985,38.95759075823204,38.0,22.0,25.90909090909091,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796113.0,4796031.0,4796059.545454546,0.0,0.0,0.0,5.0,5.0,5.0
2,2ac50ede-6d68-11f1-be59-707448c0554c,2026-06-21T11:55:58.677000,100.0,99.7,99.97272727272728,39.23967128107309,38.93570343702537,39.0489428953839,36.0,22.0,24.636363636363637,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4796017.0,4795971.0,4795999.545454546,0.0,0.0,0.0,5.0,5.0,5.0
2,23f1f1e4-6d68-11f1-8f7f-978512838fb0,2026-06-21T11:55:47.228000,100.0,100.0,100.0,39.240796330293996,39.21256782256951,39.224106550529356,38.0,23.0,27.272727272727273,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4795971.0,4795901.0,4795945.7272727275,0.0,0.0,0.0,5.0,5.0,5.0
2,1d198774-6d68-11f1-8f48-cdd0fe862e2b,2026-06-21T11:55:35.743000,100.0,100.0,100.0,39.342357591781,39.2092949521087,39.29747649600166,34.0,23.0,25.363636363636363,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4795901.0,4795677.0,4795780.818181818,0.0,0.0,0.0,5.0,5.0,5.0
2,164ebce8-6d68-11f1-aeb3-9383271875da,2026-06-21T11:55:24.348000,100.0,99.7,99.97272727272728,39.45005548538203,39.41057648544851,39.439000249649354,27.0,22.0,24.09090909090909,9748.0,9748.0,9748.0,2225.0,2225.0,2225.0,4795243.0,4794485.0,4794713.454545454,0.0,0.0,0.0,5.0,5.0,5.0
