scenario,strategy,weight_method,seed,num_students,overload_ratio,violation_level,rejected_hard,waitlist,success_rate_pct,urgent_success_pct,normal_success_pct,fairness_index,capacity_util_pct,filter_ms,rank_ms,allocate_ms,total_ms
KB5_TrungLichManh,TOPSIS,EWM,63,5000,1.500000,low,252,1521,64.540000,94.444444,59.509346,0.951029,99.598765,0.227000,3.705000,0.239000,4.171000
KB5_TrungLichManh,Hybrid,EWM,63,5000,1.500000,low,252,6256,64.800000,94.444444,59.813084,0.952017,100.000000,1.025000,3.207000,65.286000,69.518000
KB5_TrungLichManh,TOPSIS,AHP,63,5000,1.500000,low,252,1521,64.540000,94.444444,59.509346,0.951029,99.598765,0.788000,2.236000,0.150000,3.174000
KB5_TrungLichManh,Hybrid,AHP,63,5000,1.500000,low,252,6256,64.800000,94.444444,59.813084,0.952017,100.000000,0.337000,3.489000,64.898000,68.724000
KB5_TrungLichManh,FIFO,-,64,5000,1.500000,low,0,1772,64.560000,65.161290,64.449704,0.999970,99.629630,0.000000,2.568000,0.201000,2.769000
KB5_TrungLichManh,Rule-based,-,64,5000,1.500000,low,260,1516,64.480000,72.645161,62.982249,0.994950,99.506173,0.576000,2.538000,0.147000,3.261000
KB5_TrungLichManh,TOPSIS,EWM,64,5000,1.500000,low,260,1516,64.480000,94.322581,59.005917,0.949619,99.506173,0.242000,2.374000,0.142000,2.758000
KB5_TrungLichManh,Hybrid,EWM,64,5000,1.500000,low,260,6240,64.800000,94.322581,59.384615,0.950872,100.000000,0.612000,4.081000,66.746000,71.439000
KB5_TrungLichManh,TOPSIS,AHP,64,5000,1.500000,low,260,1516,64.480000,94.322581,59.005917,0.949619,99.506173,0.301000,2.471000,0.137000,2.909000
KB5_TrungLichManh,Hybrid,AHP,64,5000,1.500000,low,260,6240,64.800000,94.322581,59.384615,0.950872,100.000000,0.864000,2.902000,61.839000,65.605000
KB5_TrungLichManh,FIFO,-,65,5000,1.500000,low,0,1762,64.760000,63.287671,65.011710,0.999819,99.938272,0.000000,2.807000,0.133000,2.940000
KB5_TrungLichManh,Rule-based,-,65,5000,1.500000,low,252,1514,64.680000,72.602740,63.325527,0.995363,99.814815,0.300000,2.297000,0.125000,2.722000
KB5_TrungLichManh,TOPSIS,EWM,65,5000,1.500000,low,252,1514,64.680000,95.616438,59.391101,0.948213,99.814815,0.817000,2.742000,0.145000,3.704000
KB5_TrungLichManh,Hybrid,EWM,65,5000,1.500000,low,252,6256,64.800000,95.616438,59.531616,0.948681,100.000000,0.199000,4.357000,65.972000,70.528000
KB5_TrungLichManh,TOPSIS,AHP,65,5000,1.500000,low,252,1514,64.680000,95.616438,59.391101,0.948213,99.814815,0.227000,2.615000,0.143000,2.985000
KB5_TrungLichManh,Hybrid,AHP,65,5000,1.500000,low,252,6256,64.800000,95.616438,59.531616,0.948681,100.000000,0.218000,2.103000,61.112000,63.433000
KB5_TrungLichManh,FIFO,-,66,5000,1.500000,low,0,1760,64.800000,62.213740,65.282392,0.999421,100.000000,0.000000,2.504000,0.165000,2.669000
KB5_TrungLichManh,Rule-based,-,66,5000,1.500000,low,227,1533,64.800000,71.882952,63.478880,0.996160,100.000000,0.870000,2.563000,0.199000,3.632000
KB5_TrungLichManh,TOPSIS,EWM,66,5000,1.500000,low,227,1533,64.800000,95.419847,59.088752,0.947606,100.000000,0.246000,2.388000,0.589000,3.223000
KB5_TrungLichManh,Hybrid,EWM,66,5000,1.500000,low,227,6306,64.800000,95.419847,59.088752,0.947606,100.000000,0.294000,2.472000,64.129000,66.895000
KB5_TrungLichManh,TOPSIS,AHP,66,5000,1.500000,low,227,1533,64.800000,95.419847,59.088752,0.947606,100.000000,0.309000,2.215000,0.125000,2.649000
KB5_TrungLichManh,Hybrid,AHP,66,5000,1.500000,low,227,6306,64.800000,95.419847,59.088752,0.947606,100.000000,0.746000,2.300000,64.654000,67.700000
KB5_TrungLichManh,FIFO,-,67,5000,1.500000,low,0,1775,64.500000,64.092141,64.570624,0.999986,99.537037,0.000000,3.438000,0.212000,3.650000
KB5_TrungLichManh,Rule-based,-,67,5000,1.500000,low,235,1547,64.360000,71.544715,63.115908,0.996097,99.320988,0.326000,4.636000,0.324000,5.286000
KB5_TrungLichManh,TOPSIS,EWM,67,5000,1.500000,low,235,1547,64.360000,95.257453,59.009855,0.947679,99.320988,0.345000,4.236000,0.145000,4.726000
KB5_TrungLichManh,Hybrid,EWM,67,5000,1.500000,low,235,6290,64.800000,95.257453,59.526044,0.949406,100.000000,0.296000,4.098000,63.471000,67.865000
KB5_TrungLichManh,TOPSIS,AHP,67,5000,1.500000,low,235,1547,64.360000,95.257453,59.009855,0.947679,99.320988,0.296000,2.997000,0.767000,4.060000
KB5_TrungLichManh,Hybrid,AHP,67,5000,1.500000,low,235,6290,64.800000,95.257453,59.526044,0.949406,100.000000,0.341000,2.826000,63.258000,66.425000
KB5_TrungLichManh,FIFO,-,68,5000,1.500000,low,0,1774,64.520000,63.129973,64.766839,0.999836,99.567901,0.000000,2.727000,0.207000,2.934000
KB5_TrungLichManh,Rule-based,-,68,5000,1.500000,low,251,1527,64.440000,71.750663,63.141780,0.995943,99.444444,0.472000,3.090000,0.139000,3.701000
KB5_TrungLichManh,TOPSIS,EWM,68,5000,1.500000,low,251,1527,64.440000,95.225464,58.973151,0.947622,99.444444,0.217000,2.450000,0.139000,2.806000
KB5_TrungLichManh,Hybrid,EWM,68,5000,1.500000,low,251,6259,64.780000,95.225464,59.373528,0.948966,99.969136,0.490000,2.709000,63.234000,66.433000
KB5_TrungLichManh,TOPSIS,AHP,68,5000,1.500000,low,251,1527,64.440000,95.225464,58.973151,0.947622,99.444444,0.308000,3.173000,0.248000,3.729000
KB5_TrungLichManh,Hybrid,AHP,68,5000,1.500000,low,251,6259,64.780000,95.225464,59.373528,0.948966,99.969136,0.549000,2.827000,61.251000,64.627000
KB5_TrungLichManh,FIFO,-,69,5000,1.500000,low,0,1773,64.540000,66.529492,64.200421,0.999683,99.598765,0.000000,2.542000,0.163000,2.705000
KB5_TrungLichManh,Rule-based,-,69,5000,1.500000,low,233,1551,64.320000,72.427984,62.936081,0.995107,99.259259,0.391000,3.871000,0.259000,4.521000
KB5_TrungLichManh,TOPSIS,EWM,69,5000,1.500000,low,233,1551,64.320000,95.610425,58.979162,0.946836,99.259259,0.757000,3.392000,0.256000,4.405000
KB5_TrungLichManh,Hybrid,EWM,69,5000,1.500000,low,233,6294,64.800000,95.610425,59.541091,0.948725,100.000000,0.803000,3.952000,61.445000,66.200000
KB5_TrungLichManh,TOPSIS,AHP,69,5000,1.500000,low,233,1551,64.320000,95.610425,58.979162,0.946836,99.259259,0.556000,2.075000,0.165000,2.796000
KB5_TrungLichManh,Hybrid,AHP,69,5000,1.500000,low,233,6294,64.800000,95.610425,59.541091,0.948725,100.000000,0.216000,3.317000,61.337000,64.870000
KB5_TrungLichManh,FIFO,-,70,5000,1.500000,low,0,1762,64.760000,64.257028,64.848342,0.999979,99.938272,0.000000,2.586000,0.160000,2.746000
KB5_TrungLichManh,Rule-based,-,70,5000,1.500000,low,214,1554,64.640000,73.226238,63.131907,0.994550,99.753086,0.231000,2.328000,0.133000,2.692000
KB5_TrungLichManh,TOPSIS,EWM,70,5000,1.500000,low,214,1554,64.640000,94.912985,59.322831,0.949446,99.753086,0.548000,2.809000,0.123000,3.480000
KB5_TrungLichManh,Hybrid,EWM,70,5000,1.500000,low,214,6332,64.800000,94.912985,59.510933,0.950068,100.000000,0.175000,2.458000,62.232000,64.865000
KB5_TrungLichManh,TOPSIS,AHP,70,5000,1.500000,low,214,1554,64.640000,94.912985,59.322831,0.949446,99.753086,0.190000,2.791000,0.136000,3.117000
KB5_TrungLichManh,Hybrid,AHP,70,5000,1.500000,low,214,6332,64.800000,94.912985,59.510933,0.950068,100.000000,0.178000,3.667000,60.540000,64.385000
KB5_TrungLichManh,FIFO,-,71,5000,1.500000,low,0,1780,64.400000,64.123159,64.448625,0.999994,99.382716,0.000000,3.043000,0.169000,3.212000
KB5_TrungLichManh,Rule-based,-,71,5000,1.500000,low,274,1513,64.260000,73.092369,62.708676,0.994187,99.166667,0.209000,2.216000,0.400000,2.825000
KB5_TrungLichManh,TOPSIS,EWM,71,5000,1.500000,low,274,1513,64.260000,93.172691,59.181754,0.952585,99.166667,0.184000,3.788000,0.310000,4.282000
KB5_TrungLichManh,Hybrid,EWM,71,5000,1.500000,low,274,6212,64.800000,93.172691,59.816600,0.954621,100.000000,0.720000,3.313000,69.789000,73.822000
KB5_TrungLichManh,TOPSIS,AHP,71,5000,1.500000,low,274,1513,64.260000,93.172691,59.181754,0.952585,99.166667,0.518000,2.800000,0.242000,3.560000
KB5_TrungLichManh,Hybrid,AHP,71,5000,1.500000,low,274,6212,64.800000,93.172691,59.816600,0.954621,100.000000,1.147000,2.685000,70.948000,74.780000
KB6_NhieuSVNamCuoi,FIFO,-,42,5000,1.500000,low,0,1764,64.720000,64.886878,64.587814,0.999995,99.876543,0.000000,2.660000,0.175000,2.835000
KB6_NhieuSVNamCuoi,Rule-based,-,42,5000,1.500000,low,235,1534,64.620000,69.366516,60.860215,0.995752,99.722222,0.463000,3.099000,0.147000,3.709000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,42,5000,1.500000,low,235,1534,64.620000,95.113122,40.465950,0.860244,99.722222,0.482000,4.452000,0.337000,5.271000
KB6_NhieuSVNamCuoi,Hybrid,EWM,42,5000,1.500000,low,235,6290,64.800000,95.429864,40.537634,0.859855,100.000000,0.446000,4.440000,76.957000,81.843000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,42,5000,1.500000,low,235,1534,64.620000,94.886878,40.645161,0.861942,99.722222,0.554000,3.777000,0.302000,4.633000
KB6_NhieuSVNamCuoi,Hybrid,AHP,42,5000,1.500000,low,235,6290,64.800000,95.248869,40.681004,0.861211,100.000000,0.484000,2.660000,70.158000,73.302000
KB6_NhieuSVNamCuoi,FIFO,-,43,5000,1.500000,low,0,1762,64.760000,63.855422,65.494744,0.999839,99.938272,0.000000,3.084000,0.164000,3.248000
KB6_NhieuSVNamCuoi,Rule-based,-,43,5000,1.500000,low,249,1518,64.660000,69.031682,61.109097,0.996308,99.783951,0.648000,2.798000,0.166000,3.612000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,43,5000,1.500000,low,249,1518,64.660000,94.288264,40.594418,0.863210,99.783951,0.413000,4.581000,0.210000,5.204000
KB6_NhieuSVNamCuoi,Hybrid,EWM,43,5000,1.500000,low,249,6262,64.800000,94.689871,40.521928,0.861703,100.000000,0.329000,2.788000,78.638000,81.755000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,43,5000,1.500000,low,249,1518,64.660000,93.931281,40.884378,0.865933,99.783951,0.251000,2.484000,0.150000,2.885000
KB6_NhieuSVNamCuoi,Hybrid,AHP,43,5000,1.500000,low,249,6262,64.800000,94.422133,40.739398,0.863746,100.000000,0.445000,3.993000,78.221000,82.659000
KB6_NhieuSVNamCuoi,FIFO,-,44,5000,1.500000,low,0,1764,64.720000,64.546685,64.858067,0.999994,99.876543,0.000000,4.421000,0.166000,4.587000
KB6_NhieuSVNamCuoi,Rule-based,-,44,5000,1.500000,low,253,1513,64.680000,69.508345,60.833633,0.995590,99.814815,0.874000,2.672000,0.144000,3.690000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,44,5000,1.500000,low,253,1513,64.680000,94.497068,40.927057,0.864695,99.814815,0.216000,4.627000,0.155000,4.998000
KB6_NhieuSVNamCuoi,Hybrid,EWM,44,5000,1.500000,low,253,6254,64.800000,94.722598,40.962990,0.864319,100.000000,0.845000,3.319000,75.798000,79.962000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,44,5000,1.500000,low,253,1513,64.680000,94.136220,41.214517,0.867394,99.814815,0.360000,2.970000,0.160000,3.490000
KB6_NhieuSVNamCuoi,Hybrid,AHP,44,5000,1.500000,low,253,6254,64.800000,94.542174,41.106719,0.865668,100.000000,0.466000,3.057000,77.487000,81.010000
KB6_NhieuSVNamCuoi,FIFO,-,45,5000,1.500000,low,0,1772,64.560000,64.046895,64.998146,0.999946,99.629630,0.000000,3.768000,0.174000,3.942000
KB6_NhieuSVNamCuoi,Rule-based,-,45,5000,1.500000,low,245,1534,64.420000,69.127225,60.400445,0.995481,99.413580,0.267000,3.721000,0.221000,4.209000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,45,5000,1.500000,low,245,1534,64.420000,94.007816,39.154616,0.854932,99.413580,0.320000,4.086000,0.263000,4.669000
KB6_NhieuSVNamCuoi,Hybrid,EWM,45,5000,1.500000,low,245,6270,64.800000,94.528875,39.414164,0.855202,100.000000,0.367000,3.147000,73.253000,76.767000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,45,5000,1.500000,low,245,1534,64.420000,93.747286,39.377086,0.857042,99.413580,0.200000,2.839000,0.146000,3.185000
KB6_NhieuSVNamCuoi,Hybrid,AHP,45,5000,1.500000,low,245,6270,64.800000,94.268346,39.636633,0.857299,100.000000,0.810000,3.984000,69.225000,74.019000
KB6_NhieuSVNamCuoi,FIFO,-,46,5000,1.500000,low,0,1767,64.660000,64.703217,64.625850,1.000000,99.783951,0.000000,3.433000,0.162000,3.595000
KB6_NhieuSVNamCuoi,Rule-based,-,46,5000,1.500000,low,225,1548,64.540000,70.276393,60.007161,0.993825,99.598765,0.220000,3.270000,0.156000,3.646000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,46,5000,1.500000,low,225,1548,64.540000,95.876756,39.778016,0.853959,99.598765,0.209000,3.711000,0.294000,4.214000
KB6_NhieuSVNamCuoi,Hybrid,EWM,46,5000,1.500000,low,225,6310,64.800000,96.103308,40.064447,0.855163,100.000000,0.468000,3.242000,67.761000,71.471000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,46,5000,1.500000,low,225,1548,64.540000,95.333031,40.207662,0.858067,99.598765,0.289000,2.531000,0.132000,2.952000
KB6_NhieuSVNamCuoi,Hybrid,AHP,46,5000,1.500000,low,225,6310,64.800000,95.786135,40.315073,0.857548,100.000000,0.555000,3.068000,67.971000,71.594000
KB6_NhieuSVNamCuoi,FIFO,-,47,5000,1.500000,low,0,1766,64.680000,65.050240,64.367392,0.999972,99.814815,0.000000,2.787000,0.163000,2.950000
KB6_NhieuSVNamCuoi,Rule-based,-,47,5000,1.500000,low,265,1507,64.560000,69.899519,60.051641,0.994290,99.629630,0.406000,4.071000,0.376000,4.853000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,47,5000,1.500000,low,265,1507,64.560000,94.189602,39.542604,0.856914,99.629630,0.347000,3.032000,0.561000,3.940000
KB6_NhieuSVNamCuoi,Hybrid,EWM,47,5000,1.500000,low,265,6230,64.800000,94.757536,39.505717,0.855178,100.000000,0.329000,2.777000,65.398000,68.504000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,47,5000,1.500000,low,265,1507,64.560000,93.796418,39.874585,0.860048,99.629630,0.866000,2.075000,0.134000,3.075000
KB6_NhieuSVNamCuoi,Hybrid,AHP,47,5000,1.500000,low,265,6230,64.800000,94.408038,39.800812,0.857962,100.000000,0.868000,2.442000,64.112000,67.422000
KB6_NhieuSVNamCuoi,FIFO,-,48,5000,1.500000,low,0,1764,64.720000,65.515695,64.079422,0.999877,99.876543,0.000000,3.253000,0.157000,3.410000
KB6_NhieuSVNamCuoi,Rule-based,-,48,5000,1.500000,low,259,1516,64.500000,69.730942,60.288809,0.994754,99.537037,0.206000,3.315000,0.146000,3.667000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,48,5000,1.500000,low,259,1516,64.500000,94.170404,40.613718,0.863641,99.537037,0.213000,2.476000,0.177000,2.866000
KB6_NhieuSVNamCuoi,Hybrid,EWM,48,5000,1.500000,low,259,6242,64.800000,94.529148,40.866426,0.864240,100.000000,0.353000,3.243000,67.716000,71.312000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,48,5000,1.500000,low,259,1516,64.500000,93.587444,41.083032,0.868055,99.537037,0.342000,2.664000,0.133000,3.139000
KB6_NhieuSVNamCuoi,Hybrid,AHP,48,5000,1.500000,low,259,6242,64.800000,94.304933,41.046931,0.865932,100.000000,0.846000,3.489000,67.252000,71.587000
KB6_NhieuSVNamCuoi,FIFO,-,49,5000,1.500000,low,0,1762,64.760000,64.561078,64.910432,0.999993,99.938272,0.000000,2.707000,0.217000,2.924000
KB6_NhieuSVNamCuoi,Rule-based,-,49,5000,1.500000,low,263,1506,64.620000,68.323270,61.819459,0.997509,99.722222,0.722000,3.552000,0.277000,4.551000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,49,5000,1.500000,low,263,1506,64.620000,94.194148,42.255005,0.873444,99.722222,0.460000,3.525000,0.197000,4.182000
KB6_NhieuSVNamCuoi,Hybrid,EWM,49,5000,1.500000,low,263,6234,64.800000,94.519275,42.325255,0.873001,100.000000,0.215000,2.643000,66.712000,69.570000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,49,5000,1.500000,low,263,1506,64.620000,94.054807,42.360379,0.874430,99.722222,0.303000,2.793000,0.207000,3.303000
KB6_NhieuSVNamCuoi,Hybrid,AHP,49,5000,1.500000,low,263,6234,64.800000,94.379935,42.430629,0.873984,100.000000,0.318000,2.292000,68.126000,70.736000
KB6_NhieuSVNamCuoi,FIFO,-,50,5000,1.500000,low,0,1769,64.620000,63.668276,65.417126,0.999816,99.722222,0.000000,2.895000,0.203000,3.098000
KB6_NhieuSVNamCuoi,Rule-based,-,50,5000,1.500000,low,264,1513,64.460000,69.591926,60.161705,0.994746,99.475309,0.266000,2.475000,0.134000,2.875000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,50,5000,1.500000,low,264,1513,64.460000,93.242650,40.352811,0.864504,99.475309,0.307000,2.958000,0.194000,3.459000
KB6_NhieuSVNamCuoi,Hybrid,EWM,50,5000,1.500000,low,264,6232,64.800000,94.515138,39.911797,0.858374,100.000000,0.499000,3.986000,67.515000,72.000000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,50,5000,1.500000,low,264,1513,64.460000,92.672225,40.830577,0.868967,99.475309,0.216000,2.939000,0.192000,3.347000
KB6_NhieuSVNamCuoi,Hybrid,AHP,50,5000,1.500000,low,264,6233,64.780000,94.076349,40.242558,0.861599,99.969136,0.709000,3.265000,73.423000,77.397000
KB6_NhieuSVNamCuoi,FIFO,-,51,5000,1.500000,low,0,1766,64.680000,63.661078,65.485141,0.999801,99.814815,0.000000,2.678000,0.162000,2.840000
KB6_NhieuSVNamCuoi,Rule-based,-,51,5000,1.500000,low,254,1519,64.540000,68.237426,61.618332,0.997409,99.598765,0.211000,2.648000,0.473000,3.332000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,51,5000,1.500000,low,254,1519,64.540000,94.290893,41.031149,0.865873,99.598765,0.262000,3.132000,0.172000,3.566000
KB6_NhieuSVNamCuoi,Hybrid,EWM,51,5000,1.500000,low,254,6252,64.800000,94.789307,41.102757,0.864993,100.000000,0.311000,3.862000,67.480000,71.653000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,51,5000,1.500000,low,254,1519,64.540000,94.019030,41.245972,0.867895,99.598765,0.289000,2.402000,0.354000,3.045000
KB6_NhieuSVNamCuoi,Hybrid,AHP,51,5000,1.500000,low,254,6252,64.800000,94.653376,41.210168,0.866002,100.000000,0.209000,3.036000,67.430000,70.675000
KB6_NhieuSVNamCuoi,FIFO,-,52,5000,1.500000,low,0,1766,64.680000,65.948086,63.623029,0.999678,99.814815,0.000000,3.278000,0.149000,3.427000
KB6_NhieuSVNamCuoi,Rule-based,-,52,5000,1.500000,low,257,1514,64.580000,70.611527,59.552622,0.992833,99.660494,0.230000,3.113000,0.157000,3.500000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,52,5000,1.500000,low,257,1514,64.580000,94.324681,39.787312,0.858098,99.660494,0.214000,3.075000,0.207000,3.496000
KB6_NhieuSVNamCuoi,Hybrid,EWM,52,5000,1.500000,low,257,6246,64.800000,94.808623,39.787312,0.856819,100.000000,0.230000,3.136000,68.194000,71.560000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,52,5000,1.500000,low,257,1514,64.580000,93.532776,40.447378,0.864312,99.660494,0.310000,2.800000,0.137000,3.247000
KB6_NhieuSVNamCuoi,Hybrid,AHP,52,5000,1.500000,low,257,6246,64.800000,94.368676,40.154015,0.860273,100.000000,0.786000,2.975000,67.398000,71.159000
KB6_NhieuSVNamCuoi,FIFO,-,53,5000,1.500000,low,0,1769,64.620000,63.657091,65.372284,0.999823,99.722222,0.000000,2.666000,0.152000,2.818000
KB6_NhieuSVNamCuoi,Rule-based,-,53,5000,1.500000,low,251,1523,64.520000,70.816233,59.600998,0.992659,99.567901,0.593000,2.491000,0.157000,3.241000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,53,5000,1.500000,low,251,1523,64.520000,94.938440,40.755255,0.862482,99.567901,0.241000,3.690000,0.196000,4.127000
KB6_NhieuSVNamCuoi,Hybrid,EWM,53,5000,1.500000,low,251,6258,64.800000,95.394437,40.897756,0.862157,100.000000,0.221000,2.549000,65.954000,68.724000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,53,5000,1.500000,low,251,1523,64.520000,94.528044,41.075882,0.865519,99.567901,0.301000,2.656000,0.138000,3.095000
KB6_NhieuSVNamCuoi,Hybrid,AHP,53,5000,1.500000,low,251,6258,64.800000,95.212038,41.040257,0.863503,100.000000,0.335000,3.397000,64.869000,68.601000
KB6_NhieuSVNamCuoi,FIFO,-,54,5000,1.500000,low,0,1769,64.620000,64.550265,64.677892,0.999999,99.722222,0.000000,3.595000,0.203000,3.798000
KB6_NhieuSVNamCuoi,Rule-based,-,54,5000,1.500000,low,265,1508,64.540000,69.400353,60.505124,0.995333,99.598765,0.232000,4.503000,0.199000,4.934000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,54,5000,1.500000,low,265,1508,64.540000,93.827160,40.226940,0.862164,99.598765,0.238000,4.041000,0.307000,4.586000
KB6_NhieuSVNamCuoi,Hybrid,EWM,54,5000,1.500000,low,265,6230,64.800000,94.532628,40.117130,0.859610,100.000000,0.538000,3.311000,66.104000,69.953000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,54,5000,1.500000,low,265,1508,64.540000,93.386243,40.592972,0.865600,99.598765,0.628000,2.826000,0.150000,3.604000
KB6_NhieuSVNamCuoi,Hybrid,AHP,54,5000,1.500000,low,265,6230,64.800000,94.356261,40.263543,0.860987,100.000000,0.384000,3.055000,66.422000,69.861000
KB6_NhieuSVNamCuoi,FIFO,-,55,5000,1.500000,low,0,1761,64.780000,63.212670,66.021505,0.999528,99.969136,0.000000,3.318000,0.198000,3.516000
KB6_NhieuSVNamCuoi,Rule-based,-,55,5000,1.500000,low,246,1527,64.540000,69.502262,60.609319,0.995350,99.598765,0.241000,3.170000,0.153000,3.564000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,55,5000,1.500000,low,246,1527,64.540000,95.158371,40.286738,0.859016,99.598765,0.201000,3.069000,0.163000,3.433000
KB6_NhieuSVNamCuoi,Hybrid,EWM,55,5000,1.500000,low,246,6268,64.800000,95.475113,40.501792,0.859516,100.000000,0.304000,3.600000,65.928000,69.832000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,55,5000,1.500000,low,246,1527,64.540000,94.886878,40.501792,0.861060,99.598765,0.614000,2.346000,0.140000,3.100000
KB6_NhieuSVNamCuoi,Hybrid,AHP,55,5000,1.500000,low,246,6268,64.800000,95.203620,40.716846,0.861550,100.000000,0.974000,2.514000,65.513000,69.001000
KB6_NhieuSVNamCuoi,FIFO,-,56,5000,1.500000,low,0,1769,64.620000,64.156080,64.985694,0.999959,99.722222,0.000000,2.686000,0.145000,2.831000
KB6_NhieuSVNamCuoi,Rule-based,-,56,5000,1.500000,low,246,1529,64.500000,69.101633,60.872675,0.996008,99.537037,0.289000,3.430000,0.137000,3.856000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,56,5000,1.500000,low,246,1529,64.500000,93.965517,41.273247,0.868201,99.537037,0.193000,4.633000,0.260000,5.086000
KB6_NhieuSVNamCuoi,Hybrid,EWM,56,5000,1.500000,low,246,6269,64.780000,94.600726,41.273247,0.866522,99.969136,0.511000,3.971000,65.794000,70.276000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,56,5000,1.500000,low,246,1529,64.500000,93.421053,41.702432,0.872221,99.537037,0.943000,3.230000,0.525000,4.698000
KB6_NhieuSVNamCuoi,Hybrid,AHP,56,5000,1.500000,low,246,6268,64.800000,94.419238,41.452074,0.868078,100.000000,0.198000,2.809000,65.620000,68.627000
KB6_NhieuSVNamCuoi,FIFO,-,57,5000,1.500000,low,0,1775,64.500000,63.258786,65.468138,0.999706,99.537037,0.000000,2.580000,0.176000,2.756000
KB6_NhieuSVNamCuoi,Rule-based,-,57,5000,1.500000,low,268,1518,64.280000,68.644455,60.875756,0.996415,99.197531,0.275000,2.542000,0.159000,2.976000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,57,5000,1.500000,low,268,1518,64.280000,94.066636,41.046636,0.866561,99.197531,0.511000,4.105000,0.314000,4.930000
KB6_NhieuSVNamCuoi,Hybrid,EWM,57,5000,1.500000,low,268,6227,64.740000,94.979461,41.153435,0.864801,99.907407,0.215000,3.267000,67.746000,71.228000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,57,5000,1.500000,low,268,1518,64.280000,93.884071,41.189035,0.867908,99.197531,0.301000,3.601000,0.237000,4.139000
KB6_NhieuSVNamCuoi,Hybrid,AHP,57,5000,1.500000,low,268,6226,64.760000,94.842538,41.295835,0.866022,99.938272,0.329000,2.891000,63.353000,66.573000
KB6_NhieuSVNamCuoi,FIFO,-,58,5000,1.500000,low,0,1770,64.600000,65.004374,64.259396,0.999967,99.691358,0.000000,2.446000,0.140000,2.586000
KB6_NhieuSVNamCuoi,Rule-based,-,58,5000,1.500000,low,272,1510,64.360000,69.728784,59.837878,0.994206,99.320988,0.671000,2.914000,0.121000,3.706000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,58,5000,1.500000,low,272,1510,64.360000,94.181977,39.240973,0.855020,99.320988,0.323000,2.548000,0.137000,3.008000
KB6_NhieuSVNamCuoi,Hybrid,EWM,58,5000,1.500000,low,272,6216,64.800000,94.400700,39.867354,0.858399,100.000000,0.692000,2.720000,63.814000,67.226000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,58,5000,1.500000,low,272,1510,64.360000,93.700787,39.646279,0.858869,99.320988,0.310000,2.866000,0.141000,3.317000
KB6_NhieuSVNamCuoi,Hybrid,AHP,58,5000,1.500000,low,272,6216,64.800000,94.225722,40.014738,0.859784,100.000000,0.318000,2.695000,62.338000,65.351000
KB6_NhieuSVNamCuoi,FIFO,-,59,5000,1.500000,low,0,1767,64.660000,63.624101,65.489914,0.999791,99.783951,0.000000,2.465000,0.150000,2.615000
KB6_NhieuSVNamCuoi,Rule-based,-,59,5000,1.500000,low,229,1545,64.520000,70.278777,59.906340,0.993692,99.567901,0.822000,2.365000,0.163000,3.350000
KB6_NhieuSVNamCuoi,TOPSIS,EWM,59,5000,1.500000,low,229,1545,64.520000,95.368705,39.805476,0.855460,99.567901,0.329000,3.006000,0.188000,3.523000
KB6_NhieuSVNamCuoi,Hybrid,EWM,59,5000,1.500000,low,229,6302,64.800000,95.593525,40.129683,0.856899,100.000000,0.311000,2.984000,64.045000,67.340000
KB6_NhieuSVNamCuoi,TOPSIS,AHP,59,5000,1.500000,low,229,1545,64.520000,94.739209,40.309798,0.860262,99.567901,0.395000,2.378000,0.172000,2.945000
