scenario,strategy,weight_method,seed,num_students,overload_ratio,violation_level,rejected_hard,waitlist,success_rate_pct,urgent_success_pct,normal_success_pct,fairness_index,capacity_util_pct,filter_ms,rank_ms,allocate_ms,total_ms
KB4_QuaTaiNang,Hybrid,AHP,65,10000,4.000000,high,2586,12488,23.400000,73.435419,14.556366,0.690726,100.000000,0.663000,5.404000,43.817000,49.884000
KB4_QuaTaiNang,FIFO,-,66,10000,4.000000,high,0,7660,23.400000,23.112892,23.450547,0.999947,100.000000,0.000000,6.045000,0.240000,6.285000
KB4_QuaTaiNang,Rule-based,-,66,10000,4.000000,high,2475,5185,23.400000,28.924516,22.427379,0.984244,100.000000,0.518000,4.601000,0.244000,5.363000
KB4_QuaTaiNang,TOPSIS,EWM,66,10000,4.000000,high,2475,5185,23.400000,74.148297,14.465483,0.687936,100.000000,0.544000,4.781000,0.270000,5.595000
KB4_QuaTaiNang,Hybrid,EWM,66,10000,4.000000,high,2475,12710,23.400000,74.482298,14.406680,0.686449,100.000000,0.747000,4.668000,46.918000,52.333000
KB4_QuaTaiNang,TOPSIS,AHP,66,10000,4.000000,high,2475,5185,23.400000,74.148297,14.465483,0.687936,100.000000,0.637000,3.447000,0.482000,4.566000
KB4_QuaTaiNang,Hybrid,AHP,66,10000,4.000000,high,2475,12710,23.400000,74.482298,14.406680,0.686449,100.000000,0.507000,4.065000,45.469000,50.041000
KB4_QuaTaiNang,FIFO,-,67,10000,4.000000,high,0,7660,23.400000,23.594053,23.364486,0.999976,100.000000,0.000000,6.448000,0.271000,6.719000
KB4_QuaTaiNang,Rule-based,-,67,10000,4.000000,high,2474,5186,23.400000,29.541047,22.276115,0.980722,100.000000,1.299000,4.519000,0.181000,5.999000
KB4_QuaTaiNang,TOPSIS,EWM,67,10000,4.000000,high,2474,5186,23.400000,73.820297,14.172483,0.685161,100.000000,1.109000,4.332000,0.364000,5.805000
KB4_QuaTaiNang,Hybrid,EWM,67,10000,4.000000,high,2474,12712,23.400000,73.884939,14.160653,0.684867,100.000000,0.656000,4.969000,45.652000,51.277000
KB4_QuaTaiNang,TOPSIS,AHP,67,10000,4.000000,high,2474,5186,23.400000,73.755656,14.184313,0.685456,100.000000,0.648000,4.137000,0.220000,5.005000
KB4_QuaTaiNang,Hybrid,AHP,67,10000,4.000000,high,2474,12712,23.400000,73.884939,14.160653,0.684867,100.000000,0.910000,3.840000,44.109000,48.859000
KB4_QuaTaiNang,FIFO,-,68,10000,4.000000,high,0,7660,23.400000,22.524917,23.555032,0.999501,100.000000,0.000000,6.229000,0.242000,6.471000
KB4_QuaTaiNang,Rule-based,-,68,10000,4.000000,high,2480,5180,23.400000,30.033223,22.224838,0.978161,100.000000,0.552000,4.139000,0.207000,4.898000
KB4_QuaTaiNang,TOPSIS,EWM,68,10000,4.000000,high,2480,5180,23.400000,74.617940,14.326074,0.685167,100.000000,0.758000,4.497000,0.286000,5.541000
KB4_QuaTaiNang,Hybrid,EWM,68,10000,4.000000,high,2480,12700,23.400000,74.617940,14.326074,0.685167,100.000000,0.658000,4.665000,44.594000,49.917000
KB4_QuaTaiNang,TOPSIS,AHP,68,10000,4.000000,high,2480,5180,23.400000,74.617940,14.326074,0.685167,100.000000,0.706000,3.988000,0.200000,4.894000
KB4_QuaTaiNang,Hybrid,AHP,68,10000,4.000000,high,2480,12700,23.400000,74.617940,14.326074,0.685167,100.000000,0.869000,4.072000,44.714000,49.655000
KB4_QuaTaiNang,FIFO,-,69,10000,4.000000,high,0,7660,23.400000,22.483221,23.560517,0.999453,100.000000,0.000000,6.353000,0.278000,6.631000
KB4_QuaTaiNang,Rule-based,-,69,10000,4.000000,high,2554,5106,23.400000,30.671141,22.126910,0.974480,100.000000,1.783000,7.451000,0.404000,9.638000
KB4_QuaTaiNang,TOPSIS,EWM,69,10000,4.000000,high,2554,5106,23.400000,74.362416,14.477086,0.687574,100.000000,1.338000,4.504000,0.333000,6.175000
KB4_QuaTaiNang,Hybrid,EWM,69,10000,4.000000,high,2554,12552,23.400000,74.630872,14.430082,0.686385,100.000000,1.049000,4.843000,43.859000,49.751000
KB4_QuaTaiNang,TOPSIS,AHP,69,10000,4.000000,high,2554,5106,23.400000,74.362416,14.477086,0.687574,100.000000,0.634000,3.700000,0.207000,4.541000
KB4_QuaTaiNang,Hybrid,AHP,69,10000,4.000000,high,2554,12552,23.400000,74.630872,14.430082,0.686385,100.000000,0.606000,3.523000,43.314000,47.443000
KB4_QuaTaiNang,FIFO,-,70,10000,4.000000,high,0,7660,23.400000,20.807237,23.835105,0.995421,100.000000,0.000000,6.116000,0.249000,6.365000
KB4_QuaTaiNang,Rule-based,-,70,10000,4.000000,high,2514,5146,23.400000,30.897704,22.141773,0.973471,100.000000,0.557000,4.127000,0.204000,4.888000
KB4_QuaTaiNang,TOPSIS,EWM,70,10000,4.000000,high,2514,5146,23.400000,74.599861,14.807894,0.690973,100.000000,0.526000,4.210000,0.297000,5.033000
KB4_QuaTaiNang,Hybrid,EWM,70,10000,4.000000,high,2514,12632,23.400000,74.739040,14.784538,0.690366,100.000000,0.544000,4.822000,44.738000,50.104000
KB4_QuaTaiNang,TOPSIS,AHP,70,10000,4.000000,high,2514,5146,23.400000,74.599861,14.807894,0.690973,100.000000,0.538000,4.261000,0.219000,5.018000
KB4_QuaTaiNang,Hybrid,AHP,70,10000,4.000000,high,2514,12632,23.400000,74.739040,14.784538,0.690366,100.000000,1.041000,3.740000,45.970000,50.751000
KB4_QuaTaiNang,FIFO,-,71,10000,4.000000,high,0,7660,23.400000,22.969374,23.476112,0.999881,100.000000,0.000000,7.743000,0.234000,7.977000
KB4_QuaTaiNang,Rule-based,-,71,10000,4.000000,high,2434,5226,23.400000,28.628495,22.475877,0.985713,100.000000,1.112000,5.329000,0.217000,6.658000
KB4_QuaTaiNang,TOPSIS,EWM,71,10000,4.000000,high,2434,5226,23.400000,75.299601,14.226877,0.682425,100.000000,0.613000,4.042000,0.313000,4.968000
KB4_QuaTaiNang,Hybrid,EWM,71,10000,4.000000,high,2434,12792,23.400000,75.299601,14.226877,0.682425,100.000000,0.931000,5.149000,45.650000,51.730000
KB4_QuaTaiNang,TOPSIS,AHP,71,10000,4.000000,high,2434,5226,23.400000,75.299601,14.226877,0.682425,100.000000,1.382000,3.687000,0.207000,5.276000
KB4_QuaTaiNang,Hybrid,AHP,71,10000,4.000000,high,2434,12792,23.400000,75.299601,14.226877,0.682425,100.000000,1.340000,4.253000,51.203000,56.796000
KB5_TrungLichManh,FIFO,-,42,5000,1.500000,low,0,1764,64.720000,65.556978,64.565063,0.999942,99.876543,0.000000,2.673000,0.186000,2.859000
KB5_TrungLichManh,Rule-based,-,42,5000,1.500000,low,242,1525,64.660000,72.983355,63.119223,0.994775,99.783951,0.249000,2.494000,0.176000,2.919000
KB5_TrungLichManh,TOPSIS,EWM,42,5000,1.500000,low,242,1525,64.660000,94.878361,59.066129,0.948661,99.783951,0.358000,2.937000,0.248000,3.543000
KB5_TrungLichManh,Hybrid,EWM,42,5000,1.500000,low,242,6276,64.800000,94.878361,59.232046,0.949216,100.000000,0.227000,2.861000,66.732000,69.820000
KB5_TrungLichManh,TOPSIS,AHP,42,5000,1.500000,low,242,1525,64.660000,94.878361,59.066129,0.948661,99.783951,0.319000,1.998000,0.171000,2.488000
KB5_TrungLichManh,Hybrid,AHP,42,5000,1.500000,low,242,6276,64.800000,94.878361,59.232046,0.949216,100.000000,0.256000,2.883000,63.359000,66.498000
KB5_TrungLichManh,FIFO,-,43,5000,1.500000,low,0,1776,64.480000,64.124294,64.538677,0.999990,99.506173,0.000000,2.494000,0.181000,2.675000
KB5_TrungLichManh,Rule-based,-,43,5000,1.500000,low,245,1538,64.340000,72.457627,63.000932,0.995150,99.290123,0.845000,2.362000,0.144000,3.351000
KB5_TrungLichManh,TOPSIS,EWM,43,5000,1.500000,low,245,1538,64.340000,94.350282,59.389562,0.950831,99.290123,0.204000,2.596000,0.197000,2.997000
KB5_TrungLichManh,Hybrid,EWM,43,5000,1.500000,low,245,6270,64.800000,94.350282,59.925443,0.952571,100.000000,0.326000,2.541000,64.978000,67.845000
KB5_TrungLichManh,TOPSIS,AHP,43,5000,1.500000,low,245,1538,64.340000,94.350282,59.389562,0.950831,99.290123,0.297000,2.635000,0.154000,3.086000
KB5_TrungLichManh,Hybrid,AHP,43,5000,1.500000,low,245,6270,64.800000,94.350282,59.925443,0.952571,100.000000,0.222000,3.203000,61.884000,65.309000
KB5_TrungLichManh,FIFO,-,44,5000,1.500000,low,0,1767,64.660000,65.153374,64.563919,0.999979,99.783951,0.000000,2.474000,0.179000,2.653000
KB5_TrungLichManh,Rule-based,-,44,5000,1.500000,low,243,1530,64.540000,71.779141,63.130227,0.995907,99.598765,1.024000,2.445000,0.145000,3.614000
KB5_TrungLichManh,TOPSIS,EWM,44,5000,1.500000,low,243,1530,64.540000,95.582822,58.494624,0.945231,99.598765,0.231000,2.690000,0.583000,3.504000
KB5_TrungLichManh,Hybrid,EWM,44,5000,1.500000,low,243,6278,64.720000,95.582822,58.709677,0.945973,99.876543,0.405000,2.691000,67.331000,70.427000
KB5_TrungLichManh,TOPSIS,AHP,44,5000,1.500000,low,243,1530,64.540000,95.582822,58.494624,0.945231,99.598765,0.394000,2.838000,0.153000,3.385000
KB5_TrungLichManh,Hybrid,AHP,44,5000,1.500000,low,243,6278,64.720000,95.582822,58.709677,0.945973,99.876543,0.505000,2.491000,65.946000,68.942000
KB5_TrungLichManh,FIFO,-,45,5000,1.500000,low,0,1769,64.620000,64.019851,64.735336,0.999969,99.722222,0.000000,2.617000,0.181000,2.798000
KB5_TrungLichManh,Rule-based,-,45,5000,1.500000,low,245,1531,64.480000,71.588089,63.113972,0.996058,99.506173,0.821000,2.390000,0.169000,3.380000
KB5_TrungLichManh,TOPSIS,EWM,45,5000,1.500000,low,245,1531,64.480000,95.657568,58.488317,0.945051,99.506173,0.397000,2.759000,0.392000,3.548000
KB5_TrungLichManh,Hybrid,EWM,45,5000,1.500000,low,245,6270,64.800000,95.657568,58.869814,0.946364,100.000000,0.218000,2.674000,68.198000,71.090000
KB5_TrungLichManh,TOPSIS,AHP,45,5000,1.500000,low,245,1531,64.480000,95.657568,58.488317,0.945051,99.506173,0.334000,2.736000,0.138000,3.208000
KB5_TrungLichManh,Hybrid,AHP,45,5000,1.500000,low,245,6270,64.800000,95.657568,58.869814,0.946364,100.000000,0.612000,2.404000,65.041000,68.057000
KB5_TrungLichManh,FIFO,-,46,5000,1.500000,low,0,1774,64.520000,62.682603,64.845773,0.999712,99.567901,0.000000,2.707000,0.178000,2.885000
KB5_TrungLichManh,Rule-based,-,46,5000,1.500000,low,237,1550,64.260000,70.252324,63.197551,0.997213,99.166667,0.289000,2.562000,0.580000,3.431000
KB5_TrungLichManh,TOPSIS,EWM,46,5000,1.500000,low,237,1550,64.260000,95.086321,58.794443,0.947308,99.166667,0.396000,2.634000,0.159000,3.189000
KB5_TrungLichManh,Hybrid,EWM,46,5000,1.500000,low,237,6286,64.800000,95.086321,59.430186,0.949442,100.000000,0.749000,2.657000,67.367000,70.773000
KB5_TrungLichManh,TOPSIS,AHP,46,5000,1.500000,low,237,1550,64.260000,95.086321,58.794443,0.947308,99.166667,0.771000,3.402000,0.333000,4.506000
KB5_TrungLichManh,Hybrid,AHP,46,5000,1.500000,low,237,6287,64.780000,95.086321,59.406640,0.949364,99.969136,0.325000,3.238000,69.509000,73.072000
KB5_TrungLichManh,FIFO,-,47,5000,1.500000,low,0,1765,64.700000,63.947368,64.834906,0.999953,99.845679,0.000000,2.969000,0.179000,3.148000
KB5_TrungLichManh,Rule-based,-,47,5000,1.500000,low,252,1517,64.620000,70.789474,63.514151,0.997074,99.722222,0.800000,2.405000,0.196000,3.401000
KB5_TrungLichManh,TOPSIS,EWM,47,5000,1.500000,low,252,1517,64.620000,94.605263,59.245283,0.949827,99.722222,0.223000,2.995000,0.155000,3.373000
KB5_TrungLichManh,Hybrid,EWM,47,5000,1.500000,low,252,6258,64.760000,94.605263,59.410377,0.950372,99.938272,0.679000,2.534000,73.149000,76.362000
KB5_TrungLichManh,TOPSIS,AHP,47,5000,1.500000,low,252,1517,64.620000,94.605263,59.245283,0.949827,99.722222,0.332000,6.346000,0.336000,7.014000
KB5_TrungLichManh,Hybrid,AHP,47,5000,1.500000,low,252,6260,64.720000,94.605263,59.363208,0.950217,99.876543,0.879000,4.847000,82.314000,88.040000
KB5_TrungLichManh,FIFO,-,48,5000,1.500000,low,0,1765,64.700000,65.122265,64.622306,0.999985,99.845679,0.000000,2.659000,0.139000,2.798000
KB5_TrungLichManh,Rule-based,-,48,5000,1.500000,low,248,1518,64.680000,71.685972,63.390954,0.996243,99.814815,0.275000,2.447000,0.152000,2.874000
KB5_TrungLichManh,TOPSIS,EWM,48,5000,1.500000,low,248,1518,64.680000,96.010296,58.915463,0.945779,99.814815,0.308000,2.988000,0.167000,3.463000
KB5_TrungLichManh,Hybrid,EWM,48,5000,1.500000,low,248,6264,64.800000,96.010296,59.057542,0.946264,100.000000,0.307000,2.806000,65.508000,68.621000
KB5_TrungLichManh,TOPSIS,AHP,48,5000,1.500000,low,248,1518,64.680000,96.010296,58.915463,0.945779,99.814815,0.302000,2.572000,0.339000,3.213000
KB5_TrungLichManh,Hybrid,AHP,48,5000,1.500000,low,248,6264,64.800000,96.010296,59.057542,0.946264,100.000000,0.354000,3.694000,64.733000,68.781000
KB5_TrungLichManh,FIFO,-,49,5000,1.500000,low,0,1769,64.620000,63.802083,64.768431,0.999944,99.722222,0.000000,3.608000,0.149000,3.757000
KB5_TrungLichManh,Rule-based,-,49,5000,1.500000,low,247,1530,64.460000,73.828125,62.759924,0.993476,99.475309,0.202000,2.739000,0.459000,3.400000
KB5_TrungLichManh,TOPSIS,EWM,49,5000,1.500000,low,247,1530,64.460000,95.182292,58.884688,0.947413,99.475309,0.215000,2.936000,0.140000,3.291000
KB5_TrungLichManh,Hybrid,EWM,49,5000,1.500000,low,247,6266,64.800000,95.182292,59.286389,0.948765,100.000000,0.892000,2.897000,67.785000,71.574000
KB5_TrungLichManh,TOPSIS,AHP,49,5000,1.500000,low,247,1530,64.460000,95.182292,58.884688,0.947413,99.475309,0.267000,3.268000,0.315000,3.850000
KB5_TrungLichManh,Hybrid,AHP,49,5000,1.500000,low,247,6266,64.800000,95.182292,59.286389,0.948765,100.000000,0.881000,2.622000,70.502000,74.005000
KB5_TrungLichManh,FIFO,-,50,5000,1.500000,low,0,1765,64.700000,64.819945,64.679757,0.999999,99.845679,0.000000,2.838000,0.169000,3.007000
KB5_TrungLichManh,Rule-based,-,50,5000,1.500000,low,258,1513,64.580000,72.991690,63.160355,0.994813,99.660494,0.246000,2.537000,0.191000,2.974000
KB5_TrungLichManh,TOPSIS,EWM,50,5000,1.500000,low,258,1513,64.580000,94.736842,59.490416,0.950364,99.660494,0.830000,3.063000,0.178000,4.071000
KB5_TrungLichManh,Hybrid,EWM,50,5000,1.500000,low,258,6244,64.800000,94.736842,59.747546,0.951205,100.000000,0.227000,2.927000,76.933000,80.087000
KB5_TrungLichManh,TOPSIS,AHP,50,5000,1.500000,low,258,1513,64.580000,94.736842,59.490416,0.950364,99.660494,0.302000,3.646000,0.268000,4.216000
KB5_TrungLichManh,Hybrid,AHP,50,5000,1.500000,low,258,6244,64.800000,94.736842,59.747546,0.951205,100.000000,0.240000,2.358000,66.077000,68.675000
KB5_TrungLichManh,FIFO,-,51,5000,1.500000,low,0,1767,64.660000,63.037634,64.943609,0.999778,99.783951,0.000000,2.613000,0.191000,2.804000
KB5_TrungLichManh,Rule-based,-,51,5000,1.500000,low,232,1546,64.440000,74.059140,62.758459,0.993224,99.444444,0.311000,2.457000,0.433000,3.201000
KB5_TrungLichManh,TOPSIS,EWM,51,5000,1.500000,low,232,1546,64.440000,95.564516,58.999060,0.947000,99.444444,0.378000,2.506000,0.138000,3.022000
KB5_TrungLichManh,Hybrid,EWM,51,5000,1.500000,low,232,6296,64.800000,95.564516,59.421992,0.948424,100.000000,0.700000,3.393000,73.318000,77.411000
KB5_TrungLichManh,TOPSIS,AHP,51,5000,1.500000,low,232,1546,64.440000,95.564516,58.999060,0.947000,99.444444,0.217000,2.795000,0.168000,3.180000
KB5_TrungLichManh,Hybrid,AHP,51,5000,1.500000,low,232,6296,64.800000,95.564516,59.421992,0.948424,100.000000,0.225000,2.881000,78.332000,81.438000
KB5_TrungLichManh,FIFO,-,52,5000,1.500000,low,0,1765,64.700000,61.702128,65.230697,0.999228,99.845679,0.000000,2.823000,0.176000,2.999000
KB5_TrungLichManh,Rule-based,-,52,5000,1.500000,low,225,1546,64.580000,73.537234,62.994350,0.994073,99.660494,0.707000,3.342000,0.145000,4.194000
KB5_TrungLichManh,TOPSIS,EWM,52,5000,1.500000,low,225,1546,64.580000,95.744681,59.063089,0.946840,99.660494,0.328000,4.587000,0.359000,5.274000
KB5_TrungLichManh,Hybrid,EWM,52,5000,1.500000,low,225,6311,64.780000,95.744681,59.298493,0.947635,99.969136,0.822000,3.772000,71.844000,76.438000
KB5_TrungLichManh,TOPSIS,AHP,52,5000,1.500000,low,225,1546,64.580000,95.744681,59.063089,0.946840,99.660494,0.320000,2.871000,0.257000,3.448000
KB5_TrungLichManh,Hybrid,AHP,52,5000,1.500000,low,225,6310,64.800000,95.744681,59.322034,0.947714,100.000000,0.344000,3.958000,65.228000,69.530000
KB5_TrungLichManh,FIFO,-,53,5000,1.500000,low,0,1768,64.640000,66.025641,64.383886,0.999842,99.753086,0.000000,2.521000,0.172000,2.693000
KB5_TrungLichManh,Rule-based,-,53,5000,1.500000,low,285,1490,64.500000,71.538462,63.199052,0.996184,99.537037,0.343000,3.816000,0.249000,4.408000
KB5_TrungLichManh,TOPSIS,EWM,53,5000,1.500000,low,285,1490,64.500000,92.435897,59.336493,0.954598,99.537037,0.939000,2.680000,0.133000,3.752000
KB5_TrungLichManh,Hybrid,EWM,53,5000,1.500000,low,285,6191,64.780000,92.435897,59.668246,0.955649,99.969136,0.574000,3.059000,76.018000,79.651000
KB5_TrungLichManh,TOPSIS,AHP,53,5000,1.500000,low,285,1490,64.500000,92.435897,59.336493,0.954598,99.537037,0.366000,3.150000,0.246000,3.762000
KB5_TrungLichManh,Hybrid,AHP,53,5000,1.500000,low,285,6190,64.800000,92.435897,59.691943,0.955723,100.000000,0.836000,3.209000,67.240000,71.285000
KB5_TrungLichManh,FIFO,-,54,5000,1.500000,low,0,1764,64.720000,63.366337,64.942930,0.999849,99.876543,0.000000,3.133000,0.169000,3.302000
KB5_TrungLichManh,Rule-based,-,54,5000,1.500000,low,240,1532,64.560000,71.004243,63.498719,0.996896,99.629630,0.312000,2.547000,0.635000,3.494000
KB5_TrungLichManh,TOPSIS,EWM,54,5000,1.500000,low,240,1532,64.560000,94.059406,59.701840,0.952446,99.629630,0.335000,4.139000,0.156000,4.630000
KB5_TrungLichManh,Hybrid,EWM,54,5000,1.500000,low,240,6280,64.800000,94.059406,59.981365,0.953342,100.000000,0.836000,3.598000,66.084000,70.518000
KB5_TrungLichManh,TOPSIS,AHP,54,5000,1.500000,low,240,1532,64.560000,94.059406,59.701840,0.952446,99.629630,0.216000,2.180000,0.151000,2.547000
KB5_TrungLichManh,Hybrid,AHP,54,5000,1.500000,low,240,6280,64.800000,94.059406,59.981365,0.953342,100.000000,0.712000,2.277000,66.440000,69.429000
KB5_TrungLichManh,FIFO,-,55,5000,1.500000,low,0,1761,64.780000,64.106145,64.892624,0.999963,99.969136,0.000000,4.344000,0.465000,4.809000
KB5_TrungLichManh,Rule-based,-,55,5000,1.500000,low,256,1511,64.660000,75.558659,62.838469,0.991623,99.783951,0.211000,2.618000,0.185000,3.014000
KB5_TrungLichManh,TOPSIS,EWM,55,5000,1.500000,low,256,1511,64.660000,94.692737,59.640523,0.950947,99.783951,0.375000,4.003000,0.188000,4.566000
KB5_TrungLichManh,Hybrid,EWM,55,5000,1.500000,low,256,6249,64.780000,94.692737,59.780579,0.951403,99.969136,1.199000,3.984000,63.515000,68.698000
KB5_TrungLichManh,TOPSIS,AHP,55,5000,1.500000,low,256,1511,64.660000,94.692737,59.640523,0.950947,99.783951,0.349000,3.773000,0.311000,4.433000
KB5_TrungLichManh,Hybrid,AHP,55,5000,1.500000,low,256,6248,64.800000,94.692737,59.803922,0.951479,100.000000,0.447000,3.819000,66.576000,70.842000
KB5_TrungLichManh,FIFO,-,56,5000,1.500000,low,0,1764,64.720000,63.451087,64.939024,0.999866,99.876543,0.000000,2.723000,0.204000,2.927000
KB5_TrungLichManh,Rule-based,-,56,5000,1.500000,low,251,1516,64.660000,72.146739,63.367730,0.995821,99.783951,0.508000,4.226000,0.255000,4.989000
KB5_TrungLichManh,TOPSIS,EWM,56,5000,1.500000,low,251,1516,64.660000,95.244565,59.380863,0.948950,99.783951,0.353000,2.587000,0.168000,3.108000
KB5_TrungLichManh,Hybrid,EWM,56,5000,1.500000,low,251,6258,64.800000,95.244565,59.545028,0.949495,100.000000,1.209000,3.885000,64.089000,69.183000
KB5_TrungLichManh,TOPSIS,AHP,56,5000,1.500000,low,251,1516,64.660000,95.244565,59.380863,0.948950,99.783951,0.226000,2.242000,0.132000,2.600000
KB5_TrungLichManh,Hybrid,AHP,56,5000,1.500000,low,251,6258,64.800000,95.244565,59.545028,0.949495,100.000000,0.950000,3.436000,71.530000,75.916000
KB5_TrungLichManh,FIFO,-,57,5000,1.500000,low,0,1761,64.780000,65.951743,64.574518,0.999889,99.969136,0.000000,4.259000,0.176000,4.435000
KB5_TrungLichManh,Rule-based,-,57,5000,1.500000,low,222,1543,64.700000,71.983914,63.422661,0.996018,99.845679,0.257000,3.345000,0.172000,3.774000
KB5_TrungLichManh,TOPSIS,EWM,57,5000,1.500000,low,222,1543,64.700000,96.380697,59.144335,0.945784,99.845679,0.583000,3.924000,0.300000,4.807000
KB5_TrungLichManh,Hybrid,EWM,57,5000,1.500000,low,222,6316,64.800000,96.380697,59.261871,0.946184,100.000000,0.654000,6.413000,74.881000,81.948000
KB5_TrungLichManh,TOPSIS,AHP,57,5000,1.500000,low,222,1543,64.700000,96.380697,59.144335,0.945784,99.845679,0.303000,2.898000,0.169000,3.370000
KB5_TrungLichManh,Hybrid,AHP,57,5000,1.500000,low,222,6316,64.800000,96.380697,59.261871,0.946184,100.000000,0.212000,3.759000,64.845000,68.816000
KB5_TrungLichManh,FIFO,-,58,5000,1.500000,low,0,1766,64.680000,66.042781,64.440263,0.999849,99.814815,0.000000,2.632000,0.167000,2.799000
KB5_TrungLichManh,Rule-based,-,58,5000,1.500000,low,244,1528,64.560000,69.518717,63.687676,0.998087,99.629630,1.000000,2.538000,0.181000,3.719000
KB5_TrungLichManh,TOPSIS,EWM,58,5000,1.500000,low,244,1528,64.560000,94.652406,59.266228,0.949799,99.629630,0.335000,4.383000,0.774000,5.492000
KB5_TrungLichManh,Hybrid,EWM,58,5000,1.500000,low,244,6272,64.800000,94.652406,59.548448,0.950729,100.000000,0.374000,4.957000,70.223000,75.554000
KB5_TrungLichManh,TOPSIS,AHP,58,5000,1.500000,low,244,1528,64.560000,94.652406,59.266228,0.949799,99.629630,0.300000,2.080000,0.156000,2.536000
KB5_TrungLichManh,Hybrid,AHP,58,5000,1.500000,low,244,6272,64.800000,94.652406,59.548448,0.950729,100.000000,0.344000,3.411000,63.392000,67.147000
KB5_TrungLichManh,FIFO,-,59,5000,1.500000,low,0,1770,64.600000,65.145228,64.507833,0.999976,99.691358,0.000000,2.935000,0.198000,3.133000
KB5_TrungLichManh,Rule-based,-,59,5000,1.500000,low,248,1527,64.500000,73.029046,63.058218,0.994660,99.537037,0.654000,4.399000,0.264000,5.317000
KB5_TrungLichManh,TOPSIS,EWM,59,5000,1.500000,low,248,1527,64.500000,95.573997,59.247136,0.947818,99.537037,0.448000,2.711000,0.142000,3.301000
KB5_TrungLichManh,Hybrid,EWM,59,5000,1.500000,low,248,6264,64.800000,95.573997,59.597849,0.948989,100.000000,0.561000,2.810000,66.133000,69.504000
KB5_TrungLichManh,TOPSIS,AHP,59,5000,1.500000,low,248,1527,64.500000,95.573997,59.247136,0.947818,99.537037,0.330000,3.409000,0.265000,4.004000
KB5_TrungLichManh,Hybrid,AHP,59,5000,1.500000,low,248,6264,64.800000,95.573997,59.597849,0.948989,100.000000,0.383000,2.764000,97.721000,100.868000
KB5_TrungLichManh,FIFO,-,60,5000,1.500000,low,0,1764,64.720000,62.962963,65.059666,0.999732,99.876543,0.000000,3.470000,0.194000,3.664000
KB5_TrungLichManh,Rule-based,-,60,5000,1.500000,low,263,1505,64.640000,72.222222,63.174224,0.995554,99.753086,0.813000,3.078000,0.181000,4.072000
KB5_TrungLichManh,TOPSIS,EWM,60,5000,1.500000,low,263,1505,64.640000,94.074074,58.949881,0.949951,99.753086,0.427000,4.401000,0.215000,5.043000
KB5_TrungLichManh,Hybrid,EWM,60,5000,1.500000,low,263,6234,64.800000,94.074074,59.140811,0.950584,100.000000,0.275000,3.296000,77.914000,81.485000
KB5_TrungLichManh,TOPSIS,AHP,60,5000,1.500000,low,263,1505,64.640000,94.074074,58.949881,0.949951,99.753086,0.256000,2.773000,0.193000,3.222000
KB5_TrungLichManh,Hybrid,AHP,60,5000,1.500000,low,263,6234,64.800000,94.074074,59.140811,0.950584,100.000000,0.573000,3.477000,89.847000,93.897000
KB5_TrungLichManh,FIFO,-,61,5000,1.500000,low,0,1764,64.720000,64.276885,64.805536,0.999983,99.876543,0.000000,3.113000,0.189000,3.302000
KB5_TrungLichManh,Rule-based,-,61,5000,1.500000,low,281,1490,64.580000,72.929543,62.968265,0.994656,99.660494,0.922000,3.962000,0.166000,5.050000
KB5_TrungLichManh,TOPSIS,EWM,61,5000,1.500000,low,281,1490,64.580000,94.684796,58.768790,0.948065,99.660494,0.334000,3.047000,0.375000,3.756000
KB5_TrungLichManh,Hybrid,EWM,61,5000,1.500000,low,281,6198,64.800000,94.684796,59.031257,0.948948,100.000000,0.259000,4.042000,67.208000,71.509000
KB5_TrungLichManh,TOPSIS,AHP,61,5000,1.500000,low,281,1490,64.580000,94.684796,58.768790,0.948065,99.660494,0.221000,1.989000,0.540000,2.750000
KB5_TrungLichManh,Hybrid,AHP,61,5000,1.500000,low,281,6198,64.800000,94.684796,59.031257,0.948948,100.000000,0.204000,2.511000,65.026000,67.741000
KB5_TrungLichManh,FIFO,-,62,5000,1.500000,low,0,1764,64.720000,63.670886,64.916865,0.999906,99.876543,0.000000,2.432000,0.131000,2.563000
KB5_TrungLichManh,Rule-based,-,62,5000,1.500000,low,276,1492,64.640000,69.620253,63.705463,0.998036,99.753086,0.551000,2.279000,0.129000,2.959000
KB5_TrungLichManh,TOPSIS,EWM,62,5000,1.500000,low,276,1492,64.640000,95.189873,58.907363,0.947474,99.753086,0.189000,2.989000,0.204000,3.382000
KB5_TrungLichManh,Hybrid,EWM,62,5000,1.500000,low,276,6208,64.800000,95.189873,59.097387,0.948116,100.000000,0.340000,2.511000,65.677000,68.528000
KB5_TrungLichManh,TOPSIS,AHP,62,5000,1.500000,low,276,1492,64.640000,95.189873,58.907363,0.947474,99.753086,0.323000,2.353000,0.135000,2.811000
KB5_TrungLichManh,Hybrid,AHP,62,5000,1.500000,low,276,6208,64.800000,95.189873,59.097387,0.948116,100.000000,0.197000,2.536000,68.704000,71.437000
KB5_TrungLichManh,FIFO,-,63,5000,1.500000,low,0,1763,64.740000,66.805556,64.392523,0.999662,99.907407,0.000000,3.989000,0.280000,4.269000
KB5_TrungLichManh,Rule-based,-,63,5000,1.500000,low,252,1521,64.540000,72.638889,63.177570,0.995171,99.598765,0.495000,2.657000,0.534000,3.686000
